"city","district","statetin","pincode","created_at","updated_at"
"Tadimarri","Ananthapur",37,515631,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bathalapalli","Ananthapur",37,515631,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tadimarri","Ananthapur",37,515631,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tadimarri","Ananthapur",37,515631,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tadimarri","Ananthapur",37,515631,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tadimarri","Ananthapur",37,515631,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tadimarri","Ananthapur",37,515631,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tadimarri","Ananthapur",37,515631,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Dharmavaram","Ananthapur",37,515631,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"C.k. Palli","Ananthapur",37,515651,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"C.k. Palli","Ananthapur",37,515651,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Mudigubba","Ananthapur",37,515511,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Mudigubba","Ananthapur",37,515511,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Mudigubba","Ananthapur",37,515511,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Mudigubba","Ananthapur",37,515511,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Mudigubba","Ananthapur",37,515511,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Mudigubba","Ananthapur",37,515511,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Mudigubba","Ananthapur",37,515511,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Nallacheruvu","Ananthapur",37,515551,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Nallacheruvu","Ananthapur",37,515551,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Nallacheruvu","Ananthapur",37,515551,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Nallacheruvu","Ananthapur",37,515551,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Ramagiri","Ananthapur",37,515621,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Ramagiri","Ananthapur",37,515621,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kambaduru","Ananthapur",37,515621,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kanaganapalle","Ananthapur",37,515621,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515134,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Puttaparthi","Ananthapur",37,515134,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Puttaparthi","Ananthapur",37,515134,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Puttaparthi","Ananthapur",37,515134,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Puttaparthi","Ananthapur",37,515134,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Tadimarri","Ananthapur",37,515631,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515164,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515164,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515286,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madakasira","Ananthapur",37,515291,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madakasira","Ananthapur",37,515291,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rolla","Ananthapur",37,515291,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madakasira","Ananthapur",37,515291,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rolla","Ananthapur",37,515291,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madakasira","Ananthapur",37,515291,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515291,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Parigi","Ananthapur",37,515261,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Parigi","Ananthapur",37,515261,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Parigi","Ananthapur",37,515261,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Parigi","Ananthapur",37,515261,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Parigi","Ananthapur",37,515261,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Parigi","Ananthapur",37,515261,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Parigi","Ananthapur",37,515261,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kothacheruvu","Ananthapur",37,515110,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Kothacheruvu","Ananthapur",37,515110,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515110,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515110,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515110,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515110,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Puttaparthi","Ananthapur",37,515110,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Puttaparthi","Ananthapur",37,515110,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515110,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Nallacheruvu","Ananthapur",37,515551,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Obuladevaracheruvu","Ananthapur",37,515561,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Obuladevaracheruvu","Ananthapur",37,515561,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Amadaguru","Ananthapur",37,515561,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Amadaguru","Ananthapur",37,515561,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Obuladevaracheruvu","Ananthapur",37,515561,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Obuladevaracheruvu","Ananthapur",37,515561,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"O.d. Cheruvu","Ananthapur",37,515561,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"O.d. Cheruvu","Ananthapur",37,515561,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"O.d. Cheruvu","Ananthapur",37,515561,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"O.d. Cheruvu","Ananthapur",37,515561,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bukkapatnam","Ananthapur",37,515154,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Bukkapatnam","Ananthapur",37,515154,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515271,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515271,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515271,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515271,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rolla","Ananthapur",37,515271,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515271,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515271,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rolla","Ananthapur",37,515271,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515164,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515164,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515110,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515110,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Somandepalli","Ananthapur",37,515124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Roddam","Ananthapur",37,515124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Roddam","Ananthapur",37,515124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Roddam","Ananthapur",37,515124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Roddam","Ananthapur",37,515124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Somandepalli","Ananthapur",37,515124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Penukonda","Ananthapur",37,515124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Roddam","Ananthapur",37,515124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Roddam","Ananthapur",37,515124,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Amarapuram","Ananthapur",37,515305,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Madakasira","Ananthapur",37,515305,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515305,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515305,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515305,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515305,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gudibanda","Ananthapur",37,515305,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rolla","Ananthapur",37,515321,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rolla","Ananthapur",37,515321,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rolla","Ananthapur",37,515321,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rolla","Ananthapur",37,515321,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Rolla","Ananthapur",37,515321,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chilamathur","Ananthapur",37,515341,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chilamathur","Ananthapur",37,515341,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chilamathur","Ananthapur",37,515341,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chilamathur","Ananthapur",37,515341,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Chilamathur","Ananthapur",37,515341,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gorantla","Ananthapur",37,515231,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gorantla","Ananthapur",37,515231,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gorantla","Ananthapur",37,515231,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gorantla","Ananthapur",37,515231,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gorantla","Ananthapur",37,515231,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gorantla","Ananthapur",37,515231,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gorantla","Ananthapur",37,515231,"2018-06-30 22:47:44","2018-06-30 22:47:44"
"Gorantla","Ananthapur",37,515231,"2018-06-30 22:47:44","2018-06-30 22:47:44"
